td_number_and_name;basic_udi_di;dmids_no;article_number;product_group;product_name;udi_single_unit;udi_ve;mdr_code;risk_class;classification_rule;gmdn;umdns_code;emdn;certification_no;packaging_unit_ve;material;surface_info;iso_code;first_placing_on_market_date;legacy_device
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104310;Carbide burs;Carbide 31R FG 1,0 mm;04057176229144;04057176229151;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 137 008 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104312;Carbide burs;Carbide 31R FG 1,2 mm;04057176229168;04057176229175;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 137 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104508;Carbide burs;Carbide 33 FG 0,8 mm;04057176229182;04057176229199;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 168 008 008;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104510;Carbide burs;Carbide 33 FG 1,0 mm;04057176229205;04057176229212;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 168 008 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104512;Carbide burs;Carbide 33 FG 1,2 mm;04057176229229;04057176229236;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 168 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104516;Carbide burs;Carbide 33 FG 1,6 mm;04057176229243;04057176229250;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 168 008 016;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104521;Carbide burs;Carbide 33 FG 2,1 mm;04057176229267;04057176229274;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 168 008 021;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104608;Carbide burs;Carbide 33L FG 0,8 mm;04057176229304;04057176229311;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 171 008 008;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104610;Carbide burs;Carbide 33L FG 1,0 mm;04057176229328;04057176229335;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 171 008 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104612;Carbide burs;Carbide 33L FG 1,2 mm;04057176229342;04057176229359;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 171 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104616;Carbide burs;Carbide 33 FG XL 1,6 mm;04057176229281;04057176229298;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 316 168 008 016;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104812;Carbide burs;Carbide 33R FG 1,2 mm;04057176229366;04057176229373;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 314 194 008 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;104908;Carbide burs;Carbide 245 FG 0,8 mm;04057176168108;04057176168115;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 233 006 008;2017-01-17;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;105008;Carbide burs;Carbide FG 0,8 mm;04057176230362;04057176230379;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 234 006 008;2015-01-09;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;105010;Carbide burs;Carbide FG 1,0 mm;04057176230386;04057176230393;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 234 006 010;2015-01-09;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;105014;Carbide burs;Carbide FG 1,4 mm;04057176230409;04057176230416;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal;500 314 234 006 014;2015-01-09;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;105112;Carbide burs;Carbide 48 FG fine 1,2 mm;04057176230522;04057176230539;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 289 043 012;2018-06-21;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;105212;Carbide burs;Carbide bur 31R CA 1,2 mm;04057176230263;04057176230270;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, bur toothing, right helicoidal, fine left crosscut;500 204 137 008 012;2012-12-19;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;105312;Carbide burs;Carbide 48 FG 1,2 mm;04057176230584;04057176230591;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);cutter toothing, right helicoidal, fine left crosscut;500 314 289 134 012;2018-06-22;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;105818;Carbide burs;Carbide 390 FG 1,8 mm;04057176230546;04057176230553;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, very fine;500 314 271 032 018;2018-06-22;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106012;Carbide burs;Carbide finisher 41 FG 1,2 mm;04057176230744;04057176230751;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40), goldplating;ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 001 042 012;2019-02-12;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106014;Carbide burs;Carbide finisher 41 FG 1,4 mm;04057176229441;04057176229458;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 001 042 014;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106018;Carbide burs;Carbide finisher 41 FG 1,8 mm;04057176229465;04057176229472;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 001 042 018;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106023;Carbide burs;Carbide finisher 41 FG 2,3 mm;04057176229489;04057176229496;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 001 042 023;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106114;Carbide burs;Carbide finisher 44E FG 1,4 mm;04057176229502;04057176229519;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, fine;500 314 277 042 014;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106118;Carbide burs;Carbide finisher 44E FG 1,8 mm;04057176229540;04057176229557;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, fine;500 314 277 041 018;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106123;Carbide burs;Carbide finisher 44E FG 2,3 mm;04057176229526;04057176229533;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, fine;500 314 277 042 023;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106218;Carbide burs;Carbide finisher 44E CA 1,8 mm;04057176225306;04057176225313;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, fine;500 204 277 042 018;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106318;Carbide burs;Carbide finisher 44E UF FG 1,8 mm;04057176229564;04057176229571;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, very fine;500 314 277 032 018;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106414;Carbide burs;Carbide finisher 46 FG 1,4 mm;04057176229588;04057176229595;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, fine;500 314 254 042 014;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106418;Carbide burs;Carbide finisher 46 FG 1,8 mm;04057176229601;04057176229618;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, fine;500 314 254 042 018;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106423;Carbide burs;Carbide finisher 46 FG 2,3 mm;04057176229625;04057176229632;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, fine;500 314 254 042 023;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106508;Carbide burs;Carbide finisher 48 FG 0,8 mm;04057176229687;04057176229694;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, medium, fine left crosscut;500 314 246 072 008;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106510;Carbide burs;Carbide finisher 48 FG 1,0 mm;04057176229663;04057176229670;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, medium, fine left crosscut;500 314 246 072 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106512;Carbide burs;Carbide finisher 48 FG 1,2 mm;04057176229649;04057176229656;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, medium, fine left crosscut;500 314 246 072 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106512L;Carbide burs;Carbide finisher 48L FG 1,2 mm;04057176229649;04057176229656;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;unknown or n.a.;n.a.;500 314 246 072 012;2025-05-20;
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106612;Carbide burs;Carbide finisher 48UF FG 1,2 mm;04057176229700;04057176229717;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, very fine;500 314 247 032 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106614;Carbide burs;Carbide finisher 48UF FG 1,4 mm;04057176230881;04057176230898;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, straight, very fine;500 314 247 032 014;2020-01-16;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106618;Carbide burs;Carbide 390 FG fine 1,8 mm;04057176230560;04057176230577;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);finishing bur toothing, right helicoidal,fine;500 314 271 042 018;2018-06-22;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106708;Carbide burs;Carbide finisher 132 FG 0,8 mm;04057176229724;04057176229731;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, medium, fine left crosscut;500 314 267 071 008;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106810;Carbide burs;Carbide finisher 133 FG 1,0 mm;04057176229748;04057176229755;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 217 041 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;106914;Carbide burs;Carbide finisher 135 FG 1,4 mm;04057176229762;04057176229779;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 184 041 014;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107010;Carbide burs;Carbide finisher 212 FG 1,0 mm;04057176230843;04057176230850;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 168 042 010;2019-10-09;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107012;Carbide burs;Carbide finisher 212 FG 1,2 mm;04057176229786;04057176229793;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 168 042 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107114;Carbide burs;Carbide finisher 212L FG 1,4 mm;04057176229809;04057176229816;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 184 042 014;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107116;Carbide burs;Carbide finisher 212L FG 1,6 mm;04057176229823;04057176229830;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 184 042 016;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107118;Carbide burs;Carbide finisher 212L FG 1,8 mm;04057176229847;04057176229854;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 184 042 018;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107212;Carbide burs;Carbide finisher 212UF FG 1,2 mm;04057176229861;04057176229878;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 182 042 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107308;Carbide burs;Carbide finisher 247 FG 0,8 mm;04057176229885;04057176229892;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 499 042 008;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107310;Carbide burs;Carbide finisher 247 FG 1,0 mm;04057176229908;04057176229915;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 495 071 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107312;Carbide burs;Carbide finisher 247 FG 1,2 mm;04057176229922;04057176229939;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, fine;500 314 499 042 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107412;Carbide burs;Carbide finisher 247UF FG 1,2 mm;04057176229946;04057176229953;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;6;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, right helicoidal, very fine;500 314 499 032 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107510;Carbide burs;Crown cutter 23X FG 1,0 mm;04057176224125;04057176224132;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;2;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, fine, x-cut;500 314 168 060 010;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107512;Carbide burs;Crown cutter 23X FG 1,2 mm;04057176224149;04057176224156;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;2;steel 1.4035, silver brazing alloy, carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, fine, x-cut;500 314 168 060 012;2011-11-04;X
MDR-TD1 - rot. Dentalinstrumente;4057176RotariesX7;DE/CA61/00024855;107710;Carbide burs;Crown cutter 23RX FG 1,0 mm;04057176239686;04057176239693;MDN 1208;Klasse lla;Regel 5.4;16668;16-668;Q010199;0297/170765128;2;carbide (K15-K40);ISO adapter, smooth, blade, finishing bur toothing, medium, x-cut;500 314 194 080 010;2023-09-07;
